source_path,filename,sha256,bytes,category,reason,internal_hash_group_size,v2_exact_matches
phase_world_benchmark.c,phase_world_benchmark.c,e64ab1bcac150fb39e918bb798c098ccde8a2c979ff9401d6401aabfa64827a2,1785,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
phase_world_cell_v0.c,phase_world_cell_v0.c,60d9fc5090b43f084d0a3987eba9ce952fb5c3b5feeac67758d51ddc3030621d,5476,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: new_candidates/clang/phase_world_cell_v0.c,1,new_candidates/clang/phase_world_cell_v0.c
phase_zone_traversal_v0.c,phase_zone_traversal_v0.c,c7e5d3106a5fe099da3398b3b8a607adb90bafd7143a3a5676e7b4a32bdf424a,19199,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: new_candidates/clang/phase_zone_traversal_v0.c,1,new_candidates/clang/phase_zone_traversal_v0.c
pi_spigot_lock_sympy.py,pi_spigot_lock_sympy.py,2b9bbcab3ca7adad6ebcff164ab6e4a54594163333e37de5142ebbed5e5a13bc,1924,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
pre_large_scale_light_matter.py,pre_large_scale_light_matter.py,a1c51187b0783cadc172509344b4824d50d8bd3db2b997cbfdf788f65c5d7e29,25788,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/pre_large_scale_light_matter.py,1,math_candidates/pre_large_scale_light_matter.py
projection_loss_accounting.py,projection_loss_accounting.py,59c4e1f3c7f0cbb7286476c8fd19d66964e81f56ff06f2a27791b3a9ffe7bfad,3852,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
projector.py,projector.py,a8957905cd36b048800b7038793a7879bf98a24eb7842e5746e7f0d4df7f52c0,1220,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/projector.py,1,math_candidates/projector.py
provisional_r_model.py,provisional_r_model.py,82352a7761db3db0a0c1d446966b407e1ce43eba64ac06d95f2887bc7824230d,2495,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
purge_stale_orthad_claims.py,purge_stale_orthad_claims.py,2cb3e6ccde4ed824e0897cbb08eee7ffa1914af10def9586af528c24e7007d44,10122,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
qbl_b_u64.S,qbl_b_u64.S,7d0ca863de2066dcf858ace7886951613ed15f5dc0bb11042431ca83fe491c6e,1786,older_or_reduced_variant,Same algorithmic surface as v2 with mainly ABI/version change; no new math capability.,1,
qbl_benchmark.c,qbl_benchmark.c,22ab6a768a02442318ca1a1bea2dd93b6f7e479460c70f784890ea330b08dd00,2532,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
qbl_cli.c,qbl_cli.c,3aa33b240c823f7ec6eeca2052acf5dfd1b91f74972f740f975a6451c48534f0,18603,runtime_persistence_orchestration,Build/CLI/persistence/runtime orchestration rather than a distinct math tool.,1,
qbl_inspect_benchmark.c,qbl_inspect_benchmark.c,415e52aa7b76672c86e2f1e3272c3749554cafce5d5441ace56f2f1d619dc83f,2381,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
qbl_inspect_u64.S,qbl_inspect_u64.S,e9362d57516c82611566ff66efc2df0ba294d9e4863231e415ba5fdf655383d5,10999,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: new_candidates/asm/qbl_inspect_u64.S,1,new_candidates/asm/qbl_inspect_u64.S
qbl_orthad_benchmark.c,qbl_orthad_benchmark.c,018dfdd0f91556aa01af0db709ac1fc419efb9c1f5d8fef17979db2222afc6b5,2776,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
qbl_orthad_query.c,qbl_orthad_query.c,2dbd91e11263ad1a76769b0fcb08983d048ebe92d5daf26cb936550b067589ee,6249,added_tier_a,Read-side exact Orthad/QBL query formulas and relation cardinalities without enumeration.,1,
qbl_prime_watch.py,qbl_prime_watch.py,3c05f3b8c94d00966a26c45e6e3a033fc568f4b994e792d6fcd446f95c9631a7,8174,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/qbl_prime_watch.py,1,math_candidates/qbl_prime_watch.py
qbl_record_benchmark.c,qbl_record_benchmark.c,32402e14b0d5304b1007962cc32b58a46efb653da9f52f95cdc4ce7b8ef0bae0,2443,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
qbl_reference.c,qbl_reference.c,708f90112e3f7e0906f8b37a1da772ce9e828d01b8d80ac0d8b8279b0b2d785a,12565,older_or_reduced_variant,Older/reduced relative to the richer v2 qbl_reference.c (v2 includes additional CP5 Orthad-local implementation).,1,
qbl_snapshot.c,qbl_snapshot.c,b0ac4240b53f67f8559e86d1717246995a74ed1557662f9b3f1509937f8b70e1,11476,runtime_persistence_orchestration,Build/CLI/persistence/runtime orchestration rather than a distinct math tool.,1,
qbl_snapshot_benchmark.c,qbl_snapshot_benchmark.c,dc59dd5cb4b6394ac01b0b8881b27750c26ab6301127b43f47861b03454dd245,2866,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
qbl_snapshot_fixture.c,qbl_snapshot_fixture.c,267d7075f544e51836a30dc54a85f9abf0ff4968ce6958a6bb97e5916935a99e,2173,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
qbl_step_benchmark.c,qbl_step_benchmark.c,546d967392406232e5d5cd0b507e52e78bbb5a12c25f4e0542dea6894bf41fcc,2131,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
qbl_step_local_coordinate_v1.S,qbl_step_local_coordinate_v1.S,dc1bb4e3a1ca96b71c1b11eb5d9482b0f1b452e71fbbe3c05dfd9bb2bc85ce38,18860,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
qbl_step_u64.S,qbl_step_u64.S,a4e5cfe7adc3b2cf21700ac5d3a3dcf6c7f3cadbf95709e5c4962c79e535c33c,14215,older_or_reduced_variant,"Older/reduced relative to the v2 kernel, which includes the larger CP5 Orthad-local state/kernel section.",1,
qbl_step_wide_v0.S,qbl_step_wide_v0.S,4b09ba67f0422ea08a6aec3afc332c15c4132207672ec0c6cc93272cdf8e8d3b,15038,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/qbl_step_wide_v0.S,1,math_candidates/qbl_step_wide_v0.S
qbl_step_wide_v0_kernel.c,qbl_step_wide_v0_kernel.c,fb6cfbf4a10d959eab50c01b2f73de7826146a7bb003c6059009278f65a2a409,8658,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: new_candidates/clang/qbl_step_wide_v0_kernel.c,1,new_candidates/clang/qbl_step_wide_v0_kernel.c
qbl_wide_reference.c,qbl_wide_reference.c,96fea41af1ef2e9642155c175826986deefee649b4251960a1a722dd3f6edde5,759,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: new_candidates/clang/qbl_wide_reference.c,1,new_candidates/clang/qbl_wide_reference.c
query.rs,query.rs,5dd88838f4fd76d8bf45e37720767ccc5568f00b95a268cd2ac0e598997a785a,13361,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
ramanujan_residual_balanced_windows_code.py,ramanujan_residual_balanced_windows_code.py,81ef24b27e8311999818edd02b38222a28fedbdf263fd35d631ab1226848a9ee,3129,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/ramanujan_residual_balanced_windows_code.py,1,math_candidates/ramanujan_residual_balanced_windows_code.py
readouts.py,readouts.py,1822964ba39f723e8bcaa30054ac673f4ce390170135d9e81c0a77f6b55910d5,3546,support_dependency,Support radial/packet field construction used by invariants.py.,1,
rebuild_audit_package.py,rebuild_audit_package.py,23571b6f9cdae2d8d96d8f3225f721a863357f60e22935bda5c45494fea3f395,1313,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
rebuild_package.py,rebuild_package.py,47fac65294ef2aa6b6d8992eab88c6dfe678ec1b83ce72d607e75a3025808c90,961,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
rebuild_release.py,rebuild_release.py,6c47deb56dde4299e5eb91d3719974657121c22662dfe9a09a81626662b4bab2,3390,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
recompute_sha256.py,recompute_sha256.py,5371383cf41b3d837c0e72d863178da24c9d47b2d3a771d996bf3b7777dfe617,581,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
recovered_compiler.py,recovered_compiler.py,ae3b4974ca3bcf7b64aa9082717539d9e88e0ce9d61521e11f1620af2ea3d191,4964,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/compiler.py,2,math_candidates/compiler.py
recovered_models.py,recovered_models.py,3243fdaf9b25c17891426a4bab8cdc554a8f762d9a1d5ea6905fbb57147b49ba,1961,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
recovered_r_j_control.py,recovered_r_j_control.py,74ca5a84a948e4b16894313e7a0a4f4581c6d4ff9babafcfe2469f599a0fea90,2427,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
recovered_v14_compiler.py,recovered_v14_compiler.py,ae3b4974ca3bcf7b64aa9082717539d9e88e0ce9d61521e11f1620af2ea3d191,4964,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/compiler.py,2,math_candidates/compiler.py
refine_plaquettes.py,refine_plaquettes.py,56cff1b9e8840fd2e65d2331c766f4e8a749dbba9a7c0c7b853e877e22b21058,1875,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/refine_plaquettes.py,1,math_candidates/refine_plaquettes.py
reproduce_audit.py,reproduce_audit.py,719001798f0a7e8fb81f79c7b1ca91b1f1802feff0f8d7e5333452d61ee7cd83,1563,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
reproduce_audit_checks.py,reproduce_audit_checks.py,98366dca719604611422c73378b3d7767cc7fb252b24d26cc15b6e973c79251f,3818,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
residual_coefficient_routeB_check.py,residual_coefficient_routeB_check.py,70da1f21d975966375bef48b30df9218dc6f6db9300ea1e6fd2634e7d4b3153f,1327,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/residual_coefficient_routeB_check.py,1,math_candidates/residual_coefficient_routeB_check.py
run_all.py,run_all.py,43037df86fe0faa6131a01c080965012f4ae27b9bb44b50215feddf88e19ccb0,414,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
run_audit.py,run_audit.py,ee9c542c20d33cc54adde808ec7249595d5162c19be5277d7eb3937bbc0fd7ef,1555,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
run_head_to_head.py,run_head_to_head.py,39f45c4a6251c1469c5bfd9d404593ef7e6d291e6d542c66d66ed696aa24a95a,13237,added_tier_a,Expression-tree symbolic-regression / enumerative EML search machinery.,1,
run_notebook.py,run_notebook.py,b1855c8d1f7d95cb1cde2c947dec9647a0a206ea3425b0dfa57f077f1cdd6057,390,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
run_reference.py,run_reference.py,a42bd100a761db0df4fa1fc74af94f0f6262631c384ceab16d20b7f1ad33fe64,3901,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
run_sim.py,run_sim.py,cd8df47a477b26bb1428f6fa7599caf5e191aa5dd810a900d87ea7a05fe9a606,25562,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
runner.rs,runner.rs,21d797bef8344f5b9f66c4f9eb0b56e11e692b7d0bb037081803345ebaeb10c9,1957,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
scripts_make_figures.py,scripts_make_figures.py,f370bb3094b299b6fa8f74b0f2841e3e55fce3e5ef518e3085917cfbc0a4e918,9966,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
scripts_regen_figs_1_3.py,scripts_regen_figs_1_3.py,5672daeea216029165af67f0f7ad7ee5bfb360751b4dadd5fef70263e9ea3aae,3258,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
sha256.rs,sha256.rs,a1d0756a1d3ae0ba21d420500016dc428801dff12eda6b4dbe8ed94e6628a60f,4662,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
sheets.py,sheets.py,46b5e8dcb23b6cc53e912d7931d7dac7d135431abdb541ccdfd2a63b5873ed6a,1166,superseded_semantic_duplicate,One-off finite sheet specialization; generic permutation.py is the reusable primitive.,1,
solver.py,solver.py,9507832a3eb35c6c9c6448f26cf7414d663a5061bf03aedd506ecf6856221d60,5010,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/solver.py,1,math_candidates/solver.py
spectral_ops.py,spectral_ops.py,46ef011ba5e0b58e0124a0c8b6978cc652d4added02da2d8798ffe705223d221,2581,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/spectral_ops.py,1,math_candidates/spectral_ops.py
state.rs,state.rs,4122ef6994494e2fba7ebc67c0a3d748cd775e08c38afd6653ad57f4a7787278,24559,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
static_rust_migration_check.py,static_rust_migration_check.py,12c7f3773d39c7f2cb4a616914b2608b5ee4c2a33800c0f3afa57e90f113b99c,12195,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
symbolic_audit.py,symbolic_audit.py,503515c8fe3199f8694bb1046a88a5e943eddcc49b31c4bd2d4134b44b829e8f,2136,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
sympy_checks.py,sympy_checks.py,891cf9d5895648b39262f62154f0bb5eb27df61181cb9d89ac068d0f5c1a63ae,4142,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/sympy_checks.py,1,math_candidates/sympy_checks.py
sympy_endogenous_floor_proofs.py,sympy_endogenous_floor_proofs.py,4a443c550b952b5f7dcc4044dd1a3a5ab5f45a9e2c3cad096e5c49f34e6f1f2f,1376,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/sympy_endogenous_floor_proofs.py,1,math_candidates/sympy_endogenous_floor_proofs.py
sympy_pc_eml_v1_5_validation.py,sympy_pc_eml_v1_5_validation.py,f11f2bca6ea851bc274021cfbee890b103587f9ed05ff3e13caee45325499a45,18644,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/sympy_pc_eml_v1_5_validation.py,1,math_candidates/sympy_pc_eml_v1_5_validation.py
sympy_phase_identities.py,sympy_phase_identities.py,cd8b9244e144e56021e85c7e504299dada80e4cf9448775b87d4b5e131c31934,1122,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/sympy_phase_identities.py,1,math_candidates/sympy_phase_identities.py
sympy_phase_native_live_decoder_v10.py,sympy_phase_native_live_decoder_v10.py,40fa89c28e294d1145155e72801d86873cc15ebebe0c435e06cbef24233afbfe,533,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
sympy_phase_native_local_decoder_v9.py,sympy_phase_native_local_decoder_v9.py,6e44a902f7c241204423184e3f3233f1f8f9f22d41f72fb53d724b886295f636,438,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
sympy_phase_native_streaming_spigot.py,sympy_phase_native_streaming_spigot.py,78b568f35c8efb84bcc0ac8ab97d50f48d778005a069aa163a1b2643053501cd,993,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
sympy_phase_native_streaming_spigot_direct.py,sympy_phase_native_streaming_spigot_direct.py,d2938119661b37ddb3c5749a93ef87cb8b6732d45a8d5f4e434f5622f0ea2e33,926,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
sympy_phase_native_streaming_spigot_direct_v3.py,sympy_phase_native_streaming_spigot_direct_v3.py,d306abf4e38a99f3d45bdf6a23ac1e7b7f963bee3af063ebcd79438f763122a1,701,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
sympy_phase_native_streaming_spigot_direct_v5.py,sympy_phase_native_streaming_spigot_direct_v5.py,153380ba08e284d34e2e82a04d7710511f5165aa360b5686256464412c15413f,1664,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/sympy_phase_native_streaming_spigot_direct_v5.py,1,math_candidates/sympy_phase_native_streaming_spigot_direct_v5.py
sympy_phase_native_streaming_spigot_direct_v6.py,sympy_phase_native_streaming_spigot_direct_v6.py,1b56d0a919cb9449c9560ae81559f8185d00cbae02f980965a4b1eeabf2f49e2,1767,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/sympy_phase_native_streaming_spigot_direct_v6.py,1,math_candidates/sympy_phase_native_streaming_spigot_direct_v6.py
sympy_phase_native_streaming_spigot_direct_v7.py,sympy_phase_native_streaming_spigot_direct_v7.py,552454f7e672693389018db2a135975fe83ddec31fbfe35dc39a12837d25c11f,1307,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/sympy_phase_native_streaming_spigot_direct_v7.py,1,math_candidates/sympy_phase_native_streaming_spigot_direct_v7.py
sympy_phase_native_streaming_spigot_direct_v8.py,sympy_phase_native_streaming_spigot_direct_v8.py,40e7c404abdd2ff19831f00df0b08a5017246021e1db945df068ceae153a34f7,1527,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/sympy_phase_native_streaming_spigot_direct_v8.py,1,math_candidates/sympy_phase_native_streaming_spigot_direct_v8.py
sympy_phase_radix.py,sympy_phase_radix.py,9c89488f6bcef3945f03341fc08f625180e67dedda03b62f69f693e8d0477af7,1077,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/sympy_phase_radix.py,1,math_candidates/sympy_phase_radix.py
sympy_phase_structural_closure_v11.py,sympy_phase_structural_closure_v11.py,270483160138cb0bcafc8c720264c5ba820f33fa2fa7c6ca53d79219e7638ca1,1079,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/sympy_phase_structural_closure_v11.py,1,math_candidates/sympy_phase_structural_closure_v11.py
sympy_projection_loss_validation.py,sympy_projection_loss_validation.py,2a1f2325811e27f78f552f7233dcb6aad87915a87a60cf666374dd469dc66d68,3650,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/sympy_projection_loss_validation.py,1,math_candidates/sympy_projection_loss_validation.py
sympy_trace_attack.py,sympy_trace_attack.py,e7cec0a10c29a8bbb538880cc206eeabbf40b4a31ea7b0d096da097e0d0fde7b,787,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/sympy_trace_attack.py,1,math_candidates/sympy_trace_attack.py
tdahe_phase_calculus_sympy_checks.py,tdahe_phase_calculus_sympy_checks.py,624d2555277218b35df0ea3551939848d9c21566083962cd547c1c2cd47c005b,3238,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/tdahe_phase_calculus_sympy_checks.py,1,math_candidates/tdahe_phase_calculus_sympy_checks.py
termination.py,termination.py,6df1420a2e3c7a95312ad2590b3408bdfa4a3f8cd4a84c827eaa6acc5ddf8d88,1553,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/termination.py,1,math_candidates/termination.py
test_actions.py,test_actions.py,dd72cfeed1e43c2e53368496f365a4e1c2c4b20f31c786a7a83b5948da17c24d,445,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
test_baryon_relation_dynamics.py,test_baryon_relation_dynamics.py,9e4e5e95b91e66571a0cf6d2836df460c624d1e7793793084062cc5b89de62ae,2855,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
test_certifier.py,test_certifier.py,fd812da0f9a5b7a6ffc0628f3fb47bf85d307d7b75375e80ce52e23427b4b86a,1008,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
test_closed_form.py,test_closed_form.py,c547ee48fb63434123115238b7affa77e7e6bb522d266635ac3f6eae106e69d3,2455,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
test_color_singlet_composites.py,test_color_singlet_composites.py,14358175d98c90cb5dafc49e62742a1e93b3fdd58e363006eda2c8f68daf91e6,4665,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
test_commutator_service.py,test_commutator_service.py,ce413ef9dface4b37d3c6203ae92ed4de438b5e2c38de33a555220c509cbbeae,707,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
test_compiler.py,test_compiler.py,e993bd7d5e6eb72da39b63e8665f675ad78201fdb5cb2c3ba089d4e232030072,1537,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
test_cp0_cp1.c,test_cp0_cp1.c,35a40f9546ca791b190a4a5d2ca1b37e8465aeb6b502bdc3c9e49ad71cc11190,6240,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
test_cp10.c,test_cp10.c,e35ce6fa4e14d721d6b92f33d598a9c85801e73f81fea1cb9fba916c4ac4997c,8639,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
test_cp11.c,test_cp11.c,25579cb3af92931912db8c76c71a5c5b46423082c225a30ca8c06b312048edce,8599,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
test_cp12.c,test_cp12.c,57c0798dbaf39ec01b7c9619da83f0ed37555c63780ebd31470f0829a86d3a95,5541,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
test_cp13.c,test_cp13.c,b95b7b4785452dd52cbce033f5b1f07d9f61f96dd27a06e94b867a2be2a43dee,6807,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
test_cp14.c,test_cp14.c,5527f6e24bac74f11b54cd8a06453d2e29d89cee4eb0850d9a862b895f7d1492,7356,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
test_cp15.c,test_cp15.c,9bebe748c6feaa44901153af0d3c51bb09180b30bcc0aa7bfe3cce0022d759e1,7377,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
test_cp16.c,test_cp16.c,a4c1bf94e5491a0350c2cde1f23dc4b3b3ada6571571a6a8af18a70bd747cd84,8556,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
test_cp17.c,test_cp17.c,3219ae85f4095756b15fc90a6bbd70a9611c6187ae770703df29aae0490f6390,9282,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
test_cp18.c,test_cp18.c,6036096164756a85aad56a109e44800183f09b621d7e50d216dcde118febbe62,9106,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
test_cp19.c,test_cp19.c,17572251fc53f53ab292056b01df59783864c059631f6c1c1c0804d1046000f7,10807,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
test_cp2.c,test_cp2.c,43c2043839b40193425aa43b7cb842d212bde0c4642df519907f0c6c8b27d924,19876,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
test_cp20.c,test_cp20.c,e9484ccd96d5107071acb6c5b04505891a2330681ad119c861a46b4dc7c98906,12089,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
test_cp3.c,test_cp3.c,8a73c46270bab081e38aa76d627154655e8f59721947f940f3d7ac3216a8a867,18135,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
test_cp4.c,test_cp4.c,a06ad04b8d9c3d6afc230b9ebfce51d8e39376fb62ff1eb04eb9800c45a5adfe,14866,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
test_cp5.c,test_cp5.c,edbfaf8aabb8a9589882b949140a2ff0408faf6b873fa6fe78434ff2d989be76,12203,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
test_cp6.c,test_cp6.c,99c14e95ba44e7d2264d3d24ea00ea6bf33e95eab97b8b8dd6c3d7b344988c30,11443,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
test_cp7.c,test_cp7.c,5182055438891864be18ae517c142210d2c62a970835543ff6e7773727a26a8e,5087,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
test_cp8.c,test_cp8.c,1905341cb17655f99f880156c7d4cf132289b540a335f2ce77d7672d5bb22963,5579,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
test_cp9.c,test_cp9.c,ea6d2d3075cc37a0d88681dc7bca356a5f59f610f3df4b1a287700cfe7686e5d,8156,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
test_descendant_factorization.py,test_descendant_factorization.py,16476c61458c48b649cc64ccae40d1147cdf61e24d2fcb8008ed3d4571a26690,1186,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
test_fibonacci.py,test_fibonacci.py,5631a1b7c8600764038f9010ba86f7e4163442d02ae6ed0be82083867b0c0b93,385,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
test_first_generation_closure.py,test_first_generation_closure.py,21be816d1f3d05c4b144ac8d4571ecfc3bb40efed4cbbd65fc7ec2c6631c6330,2754,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
test_four_predeep_closure.py,test_four_predeep_closure.py,f023f54c1df87297571a750fffb6f7a66a8d19de65837934abcdc80603bc7dbc,2027,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
test_independent_results.py,test_independent_results.py,8914acb0c9818d183ab04405a3dca2afd5afec08d379a77275ee130fd4e89b99,4215,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
